date,rent,beds,baths,type,rent_category,frequency,furnishing,age_of_listing_in_days,location,city
9/21/2023,45000,0,1,Apartment,Low,Yearly,Unfurnished,213,Al Raha Beach,Abu Dhabi
9/21/2023,160000,3,4,Villa,High,Yearly,Unfurnished,213,Al Ghadeer,Abu Dhabi
9/21/2023,240000,5,6,Villa,High,Yearly,Unfurnished,213,Al Bateen,Abu Dhabi
9/21/2023,250000,6,7,Apartment,High,Yearly,Unfurnished,213,Al Raha Beach,Abu Dhabi
9/21/2023,90000,2,2,Apartment,Medium,Yearly,Unfurnished,213,Al Reem Island,Abu Dhabi
9/21/2023,55000,3,5,Apartment,Low,Yearly,Unfurnished,213,Al Sawan,Ajman
9/21/2023,40000,2,3,Apartment,Low,Yearly,Unfurnished,213,Al Sawan,Ajman
9/21/2023,33000,2,3,Apartment,Low,Yearly,Unfurnished,213,Al Sawan,Ajman
9/21/2023,20000,0,1,Apartment,Low,Yearly,Unfurnished,213,Al Sawan,Ajman
9/21/2023,28000,1,2,Apartment,Low,Yearly,Unfurnished,213,Al Sawan,Ajman
9/22/2023,154995,2,3,Apartment,High,Yearly,Unfurnished,212,Corniche Area,Abu Dhabi
9/22/2023,160000,3,4,Townhouse,High,Yearly,Unfurnished,212,Al Matar,Abu Dhabi
9/22/2023,125000,3,5,Apartment,Medium,Yearly,Unfurnished,212,Al Khalidiyah,Abu Dhabi
9/22/2023,90000,2,3,Apartment,Medium,Yearly,Unfurnished,212,Al Khalidiyah,Abu Dhabi
9/22/2023,65000,3,3,Apartment,Low,Yearly,Unfurnished,212,Al Khalidiyah,Abu Dhabi
9/22/2023,110000,2,3,Apartment,Medium,Yearly,Furnished,212,Al Raha Beach,Abu Dhabi
9/22/2023,90000,4,5,Apartment,Medium,Yearly,Unfurnished,212,Al Khalidiyah,Abu Dhabi
9/22/2023,82500,3,4,Apartment,Medium,Yearly,Unfurnished,212,Tourist Club Area (TCA),Abu Dhabi
9/22/2023,199990,5,6,Villa,High,Yearly,Unfurnished,212,Al Muroor,Abu Dhabi
9/22/2023,200000,5,7,Villa,High,Yearly,Unfurnished,212,Al Muroor,Abu Dhabi
9/22/2023,115000,1,2,Apartment,Medium,Yearly,Furnished,212,Tourist Club Area (TCA),Abu Dhabi
9/22/2023,250000,3,5,Apartment,High,Yearly,Furnished,212,Tourist Club Area (TCA),Abu Dhabi
9/22/2023,300000,11,11,Villa,High,Yearly,Unfurnished,212,Shakhbout City,Abu Dhabi
9/22/2023,400000,9,10,Villa,High,Yearly,Unfurnished,212,Al Karamah,Abu Dhabi
9/22/2023,45000,0,1,Apartment,Low,Yearly,Unfurnished,212,Yas Island,Abu Dhabi
9/22/2023,85000,2,2,Apartment,Medium,Yearly,Unfurnished,212,Yas Island,Abu Dhabi
9/22/2023,45000,0,1,Apartment,Low,Yearly,Unfurnished,212,Yas Island,Abu Dhabi
9/23/2023,220000,4,6,Apartment,High,Yearly,Unfurnished,211,Al Raha Beach,Abu Dhabi
9/23/2023,175000,5,7,Villa,High,Yearly,Unfurnished,211,Khalifa City,Abu Dhabi
9/23/2023,70000,3,3,Apartment,Medium,Yearly,Unfurnished,211,Al Khalidiyah,Abu Dhabi
9/23/2023,45000,2,2,Apartment,Low,Yearly,Unfurnished,211,Al Shahama,Abu Dhabi
9/23/2023,400000,8,11,Villa,High,Yearly,Unfurnished,211,Al Khalidiyah,Abu Dhabi
9/23/2023,220000,7,9,Villa,High,Yearly,Unfurnished,211,Mohammed Bin Zayed City,Abu Dhabi
9/23/2023,85000,2,3,Apartment,Medium,Yearly,Unfurnished,211,Al Reem Island,Abu Dhabi
9/23/2023,100000,2,3,Apartment,Medium,Yearly,Unfurnished,211,Al Raha Beach,Abu Dhabi
9/23/2023,138000,3,4,Penthouse,Medium,Yearly,Unfurnished,211,Masdar City,Abu Dhabi
9/23/2023,95000,1,2,Apartment,Medium,Yearly,Furnished,211,Al Markaziya,Abu Dhabi
9/23/2023,69000,1,2,Apartment,Medium,Yearly,Unfurnished,211,Masdar City,Abu Dhabi
9/23/2023,48000,0,1,Apartment,Low,Yearly,Unfurnished,211,Masdar City,Abu Dhabi
9/23/2023,43000,1,1,Apartment,Low,Yearly,Unfurnished,211,Khalifa City,Abu Dhabi
9/23/2023,53000,2,2,Apartment,Low,Yearly,Unfurnished,211,Airport Street,Abu Dhabi
9/23/2023,170000,7,9,Villa,High,Yearly,Unfurnished,211,Madinat Al Riyadh,Abu Dhabi
9/23/2023,34000,1,2,Apartment,Low,Yearly,Unfurnished,211,Al Rahba,Abu Dhabi
9/24/2023,32000,0,1,Apartment,Low,Yearly,Unfurnished,210,Khalifa City,Abu Dhabi
9/24/2023,46999,1,2,Apartment,Low,Yearly,Furnished,210,Al Muroor,Abu Dhabi
9/24/2023,52000,1,2,Apartment,Low,Yearly,Unfurnished,210,Masdar City,Abu Dhabi
9/24/2023,64900,2,2,Apartment,Low,Yearly,Unfurnished,210,Danet Abu Dhabi,Abu Dhabi
9/24/2023,115000,2,3,Apartment,Medium,Yearly,Unfurnished,210,Corniche Road,Abu Dhabi
9/24/2023,155000,2,3,Apartment,High,Yearly,Unfurnished,210,Corniche Area,Abu Dhabi
9/24/2023,85000,2,2,Apartment,Medium,Yearly,Unfurnished,210,Al Reem Island,Abu Dhabi
9/24/2023,134999,3,4,Apartment,Medium,Yearly,Unfurnished,210,Al Reem Island,Abu Dhabi
9/24/2023,105000,2,3,Apartment,Medium,Yearly,Unfurnished,210,Al Reem Island,Abu Dhabi
9/24/2023,70000,3,4,Apartment,Medium,Yearly,Unfurnished,210,Madinat Al Riyadh,Abu Dhabi
9/24/2023,58000,1,1,Apartment,Low,Yearly,Unfurnished,210,Al Reem Island,Abu Dhabi
9/24/2023,85000,3,4,Apartment,Medium,Yearly,Unfurnished,210,Al Khalidiyah,Abu Dhabi
9/24/2023,125000,2,3,Apartment,Medium,Yearly,Unfurnished,210,Saadiyat Island,Abu Dhabi
9/24/2023,105000,2,3,Apartment,Medium,Yearly,Unfurnished,210,Al Reem Island,Abu Dhabi
9/24/2023,85000,1,2,Townhouse,Medium,Yearly,Unfurnished,210,Saadiyat Island,Abu Dhabi
9/24/2023,85004,1,2,Apartment,Medium,Yearly,Unfurnished,210,Al Reem Island,Abu Dhabi
9/24/2023,25000,1,2,Apartment,Low,Yearly,Unfurnished,210,Ajman Industrial,Ajman
9/24/2023,25999,2,3,Apartment,Low,Yearly,Unfurnished,210,Al Rashidiya,Ajman
9/24/2023,25000,1,2,Apartment,Low,Yearly,Unfurnished,210,Ajman Industrial,Ajman
9/25/2023,75000,1,2,Apartment,Medium,Yearly,Unfurnished,209,Saadiyat Island,Abu Dhabi
9/25/2023,95000,3,4,Apartment,Medium,Yearly,Unfurnished,209,Al Khalidiyah,Abu Dhabi
9/25/2023,54999,0,1,Apartment,Low,Yearly,Furnished,209,Al Reem Island,Abu Dhabi
9/25/2023,135000,4,5,Villa,Medium,Yearly,Unfurnished,209,Al Reef,Abu Dhabi
9/25/2023,65000,1,2,Apartment,Low,Yearly,Unfurnished,209,Al Reem Island,Abu Dhabi
9/25/2023,70000,3,3,Apartment,Medium,Yearly,Unfurnished,209,Al Khalidiyah,Abu Dhabi
9/25/2023,36000,1,1,Apartment,Low,Yearly,Unfurnished,209,Khalifa City,Abu Dhabi
9/25/2023,18000,0,1,Apartment,Low,Yearly,Unfurnished,209,Khalifa City,Abu Dhabi
9/25/2023,59999,1,1,Apartment,Low,Yearly,Unfurnished,209,Al Reem Island,Abu Dhabi
9/25/2023,62000,2,2,Apartment,Low,Yearly,Unfurnished,209,Khalifa City,Abu Dhabi
9/25/2023,55000,1,2,Apartment,Low,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,70000,3,3,Apartment,Medium,Yearly,Unfurnished,209,Al Khalidiyah,Abu Dhabi
9/25/2023,105000,2,3,Apartment,Medium,Yearly,Furnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,90000,2,3,Apartment,Medium,Yearly,Unfurnished,209,Electra Street,Abu Dhabi
9/25/2023,130000,3,4,Apartment,Medium,Yearly,Unfurnished,209,Electra Street,Abu Dhabi
9/25/2023,149999,3,4,Apartment,High,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,234999,3,5,Townhouse,High,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,189999,3,4,Villa,High,Yearly,Unfurnished,209,Al Matar,Abu Dhabi
9/25/2023,119999,2,3,Apartment,Medium,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,55000,2,2,Apartment,Low,Yearly,Unfurnished,209,Khalifa City,Abu Dhabi
9/25/2023,43000,2,2,Apartment,Low,Yearly,Unfurnished,209,Mohammed Bin Zayed City,Abu Dhabi
9/25/2023,195000,4,5,Apartment,High,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,292999,4,6,Villa,High,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,56000,1,2,Apartment,Low,Yearly,Unfurnished,209,Al Reem Island,Abu Dhabi
9/25/2023,199999,4,5,Villa,High,Yearly,Unfurnished,209,Al Raha Gardens,Abu Dhabi
9/25/2023,159999,3,4,Apartment,High,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/25/2023,63999,1,1,Apartment,Low,Yearly,Unfurnished,209,Saadiyat Island,Abu Dhabi
9/25/2023,27000,0,1,Apartment,Low,Yearly,Unfurnished,209,Khalifa City,Abu Dhabi
9/25/2023,155000,3,4,Apartment,High,Yearly,Unfurnished,209,Al Raha Beach,Abu Dhabi
9/26/2023,62999,2,2,Apartment,Low,Yearly,Unfurnished,208,Al Reef,Abu Dhabi
9/26/2023,43000,1,1,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,70000,3,4,Apartment,Medium,Yearly,Unfurnished,208,Al Khalidiyah,Abu Dhabi
9/26/2023,60000,3,3,Apartment,Low,Yearly,Unfurnished,208,Al Khalidiyah,Abu Dhabi
9/26/2023,160000,5,7,Villa,High,Yearly,Unfurnished,208,Shakhbout City,Abu Dhabi
9/26/2023,17000,0,1,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,52000,1,2,Apartment,Low,Yearly,Unfurnished,208,Al Reem Island,Abu Dhabi
9/26/2023,16000,0,1,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,28000,0,1,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,360000,5,8,Villa,High,Yearly,Unfurnished,208,Al Mushrif,Abu Dhabi
9/26/2023,60000,2,2,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,36000,1,1,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,135000,4,4,Apartment,Medium,Yearly,Unfurnished,208,Electra Street,Abu Dhabi
9/26/2023,55000,1,2,Apartment,Low,Yearly,Unfurnished,208,Al Reem Island,Abu Dhabi
9/26/2023,42000,1,1,Apartment,Low,Yearly,Unfurnished,208,Khalifa City,Abu Dhabi
9/26/2023,135000,4,5,Villa,Medium,Yearly,Unfurnished,208,Mohammed Bin Zayed City,Abu Dhabi
9/26/2023,105000,3,4,Villa,Medium,Yearly,Unfurnished,208,Al Reef,Abu Dhabi
9/26/2023,180000,4,5,Villa,High,Yearly,Unfurnished,208,Al Raha Gardens,Abu Dhabi
9/26/2023,55000,0,1,Apartment,Low,Yearly,Unfurnished,208,Al Reem Island,Abu Dhabi
9/26/2023,75000,1,2,Apartment,Medium,Yearly,Unfurnished,208,Al Reem Island,Abu Dhabi
9/26/2023,139999,3,4,Apartment,Medium,Yearly,Unfurnished,208,Al Khalidiyah,Abu Dhabi
9/26/2023,55000,1,2,Apartment,Low,Yearly,Unfurnished,208,Yas Island,Abu Dhabi
9/26/2023,25000,1,2,Apartment,Low,Yearly,Unfurnished,208,Al Rashidiya,Ajman
9/27/2023,85000,2,3,Villa,Medium,Yearly,Unfurnished,207,Al Reef,Abu Dhabi
9/27/2023,68999,1,2,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,145000,4,6,Apartment,High,Yearly,Unfurnished,207,Al Khalidiyah,Abu Dhabi
9/27/2023,95000,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Raha Beach,Abu Dhabi
9/27/2023,85000,2,4,Apartment,Medium,Yearly,Unfurnished,207,Al Khalidiyah,Abu Dhabi
9/27/2023,60000,1,2,Apartment,Low,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,260000,4,5,Apartment,High,Yearly,Unfurnished,207,Al Zahiyah,Abu Dhabi
9/27/2023,99000,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Raha Beach,Abu Dhabi
9/27/2023,124000,3,5,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,159998,2,3,Apartment,High,Yearly,Unfurnished,207,Al Raha Beach,Abu Dhabi
9/27/2023,85000,3,3,Apartment,Medium,Yearly,Unfurnished,207,Al Salam Street,Abu Dhabi
9/27/2023,105000,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,109999,2,3,Apartment,Medium,Yearly,Unfurnished,207,Corniche Area,Abu Dhabi
9/27/2023,135000,4,5,Villa,Medium,Yearly,Unfurnished,207,Mohammed Bin Zayed City,Abu Dhabi
9/27/2023,75000,2,2,Apartment,Medium,Yearly,Unfurnished,207,Sheikh Khalifa Bin Zayed Street,Abu Dhabi
9/27/2023,119998,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Bateen,Abu Dhabi
9/27/2023,95000,4,4,Apartment,Medium,Yearly,Unfurnished,207,Al Manaseer,Abu Dhabi
9/27/2023,90000,3,2,Apartment,Medium,Yearly,Unfurnished,207,Khalifa City,Abu Dhabi
9/27/2023,66000,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,71999,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,74990,1,1,Apartment,Medium,Yearly,Unfurnished,207,Al Raha Beach,Abu Dhabi
9/27/2023,81000,2,3,Villa,Medium,Yearly,Unfurnished,207,Al Reef,Abu Dhabi
9/27/2023,130000,3,4,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,85000,2,3,Apartment,Medium,Yearly,Unfurnished,207,Al Reem Island,Abu Dhabi
9/27/2023,64997,1,2,Apartment,Low,Yearly,Unfurnished,207,Masdar City,Abu Dhabi
9/27/2023,19999,0,1,Apartment,Low,Yearly,Unfurnished,207,Al Sawan,Ajman
9/28/2023,73000,1,2,Apartment,Medium,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,148000,3,4,Apartment,High,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,38000,0,1,Apartment,Low,Yearly,Unfurnished,206,Masdar City,Abu Dhabi
9/28/2023,31000,0,1,Apartment,Low,Yearly,Furnished,206,Khalifa City,Abu Dhabi
9/28/2023,290000,7,7,Villa,High,Yearly,Unfurnished,206,Khalifa City,Abu Dhabi
9/28/2023,85000,3,5,Apartment,Medium,Yearly,Unfurnished,206,Electra Street,Abu Dhabi
9/28/2023,1000000,7,9,Villa,High,Yearly,Unfurnished,206,Al Bateen,Abu Dhabi
9/28/2023,380000,5,6,Villa,High,Yearly,Unfurnished,206,Yas Island,Abu Dhabi
9/28/2023,99999,2,4,Apartment,Medium,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,70000,2,3,Apartment,Medium,Yearly,Unfurnished,206,Airport Street,Abu Dhabi
9/28/2023,165000,2,3,Apartment,High,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,160000,3,4,Apartment,High,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,57000,1,2,Apartment,Low,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,85000,4,4,Apartment,Medium,Yearly,Unfurnished,206,Tourist Club Area (TCA),Abu Dhabi
9/28/2023,1000000,5,7,Villa,High,Yearly,Unfurnished,206,Al Maqtaa,Abu Dhabi
9/28/2023,190000,3,4,Apartment,High,Yearly,Furnished,206,Al Reem Island,Abu Dhabi
9/28/2023,40000,1,1,Apartment,Low,Yearly,Unfurnished,206,Mohammed Bin Zayed City,Abu Dhabi
9/28/2023,25000,0,1,Apartment,Low,Yearly,Unfurnished,206,Defence Street,Abu Dhabi
9/28/2023,135000,2,3,Apartment,Medium,Yearly,Furnished,206,Corniche Road,Abu Dhabi
9/28/2023,89999,2,3,Apartment,Medium,Yearly,Unfurnished,206,Al Raha Beach,Abu Dhabi
9/28/2023,40000,1,1,Apartment,Low,Yearly,Unfurnished,206,Khalifa City,Abu Dhabi
9/28/2023,125000,2,3,Apartment,Medium,Yearly,Unfurnished,206,Al Reem Island,Abu Dhabi
9/28/2023,230000,6,9,Villa,High,Yearly,Unfurnished,206,Madinat Zayed,Abu Dhabi
9/28/2023,84997,1,2,Apartment,Medium,Yearly,Unfurnished,206,Al Reem Island,Abu Dhabi
9/28/2023,65000,1,2,Apartment,Low,Yearly,Unfurnished,206,Al Reem Island,Abu Dhabi
9/28/2023,37000,2,3,Apartment,Low,Yearly,Unfurnished,206,Al Sawan,Ajman
9/29/2023,220000,7,7,Villa,High,Yearly,Unfurnished,205,Al Mushrif,Abu Dhabi
9/29/2023,280000,8,8,Villa,High,Yearly,Unfurnished,205,Al Mushrif,Abu Dhabi
9/29/2023,150000,3,5,Apartment,High,Yearly,Unfurnished,205,Al Raha Beach,Abu Dhabi
9/29/2023,55000,1,2,Apartment,Low,Yearly,Unfurnished,205,Al Raha Beach,Abu Dhabi
9/29/2023,86000,2,3,Apartment,Medium,Yearly,Unfurnished,205,Al Reem Island,Abu Dhabi
9/29/2023,165000,3,4,Apartment,High,Yearly,Unfurnished,205,Al Raha Beach,Abu Dhabi
9/29/2023,16000,0,1,Apartment,Low,Yearly,Unfurnished,205,Al Hamidiyah,Ajman
9/30/2023,79999,2,3,Villa,Medium,Yearly,Unfurnished,204,Al Reef,Abu Dhabi
9/30/2023,69999,1,2,Apartment,Medium,Yearly,Unfurnished,204,Rawdhat Abu Dhabi,Abu Dhabi
9/30/2023,700000,5,7,Villa,High,Yearly,Unfurnished,204,Al Maqtaa,Abu Dhabi
9/30/2023,1000000,7,10,Villa,High,Yearly,Unfurnished,204,Al Karamah,Abu Dhabi
9/30/2023,85000,1,2,Apartment,Medium,Yearly,Furnished,204,Corniche Area,Abu Dhabi
9/30/2023,55000,2,2,Apartment,Low,Yearly,Unfurnished,204,Al Khalidiyah,Abu Dhabi
9/30/2023,69000,1,2,Apartment,Medium,Yearly,Furnished,204,Capital Centre,Abu Dhabi
9/30/2023,200000,4,5,Apartment,High,Yearly,Unfurnished,204,Corniche Road,Abu Dhabi
9/30/2023,135000,3,3,Apartment,Medium,Yearly,Unfurnished,204,Al Bateen,Abu Dhabi
9/30/2023,53000,2,2,Apartment,Low,Yearly,Unfurnished,204,Khalifa City,Abu Dhabi
9/30/2023,48000,1,2,Apartment,Low,Yearly,Unfurnished,204,Khalifa City,Abu Dhabi
9/30/2023,120000,1,2,Apartment,Medium,Yearly,Unfurnished,204,Saadiyat Island,Abu Dhabi
9/30/2023,44999,1,1,Apartment,Low,Yearly,Unfurnished,204,Airport Street,Abu Dhabi
9/30/2023,150000,5,7,Villa,High,Yearly,Unfurnished,204,Khalifa City,Abu Dhabi
9/30/2023,105000,3,4,Apartment,Medium,Yearly,Unfurnished,204,Corniche Road,Abu Dhabi
9/30/2023,22000,1,2,Apartment,Low,Yearly,Unfurnished,204,Al Rashidiya,Ajman
9/30/2023,24000,1,1,Apartment,Low,Yearly,Unfurnished,204,Al Nuaimiya,Ajman
10/1/2023,160000,5,7,Villa,High,Yearly,Unfurnished,203,Mohammed Bin Zayed City,Abu Dhabi
10/1/2023,150000,1,2,Apartment,High,Yearly,Furnished,203,The Marina,Abu Dhabi
10/1/2023,135000,5,7,Villa,Medium,Yearly,Unfurnished,203,Mohammed Bin Zayed City,Abu Dhabi
10/1/2023,42000,1,1,Apartment,Low,Yearly,Unfurnished,203,Tourist Club Area (TCA),Abu Dhabi
10/1/2023,60000,1,2,Apartment,Low,Yearly,Unfurnished,203,Airport Street,Abu Dhabi
10/2/2023,300000,3,4,Townhouse,High,Yearly,Unfurnished,202,Al Raha Beach,Abu Dhabi
10/2/2023,160000,3,4,Apartment,High,Yearly,Unfurnished,202,Al Raha Beach,Abu Dhabi
10/2/2023,100000,2,3,Apartment,Medium,Yearly,Furnished,202,Al Raha Beach,Abu Dhabi
10/2/2023,130000,2,4,Apartment,Medium,Yearly,Unfurnished,202,Al Reem Island,Abu Dhabi
10/2/2023,170000,3,5,Apartment,High,Yearly,Unfurnished,202,Al Khalidiyah,Abu Dhabi
10/2/2023,85000,3,3,Apartment,Medium,Yearly,Unfurnished,202,Khalifa City,Abu Dhabi
10/2/2023,70000,1,2,Apartment,Medium,Yearly,Unfurnished,202,Al Raha Beach,Abu Dhabi
10/2/2023,150000,7,7,Villa,High,Yearly,Unfurnished,202,Al Muroor,Abu Dhabi
10/2/2023,45000,1,1,Apartment,Low,Yearly,Unfurnished,202,Mohammed Bin Zayed City,Abu Dhabi
10/2/2023,22000,0,1,Apartment,Low,Yearly,Unfurnished,202,Khalifa City,Abu Dhabi
10/2/2023,49999,1,1,Apartment,Low,Yearly,Unfurnished,202,Al Falah Street,Abu Dhabi
10/2/2023,64999,3,3,Apartment,Low,Yearly,Unfurnished,202,Al Falah City,Abu Dhabi
10/2/2023,189998,3,5,Apartment,High,Yearly,Unfurnished,202,Corniche Road,Abu Dhabi
10/2/2023,65000,3,2,Apartment,Low,Yearly,Unfurnished,202,Airport Street,Abu Dhabi
10/2/2023,27000,0,1,Apartment,Low,Yearly,Unfurnished,202,Mohammed Bin Zayed City,Abu Dhabi
10/2/2023,115000,5,5,Villa,Medium,Yearly,Unfurnished,202,Al Mushrif,Abu Dhabi
10/2/2023,50000,1,2,Apartment,Low,Yearly,Unfurnished,202,Khalifa City,Abu Dhabi
10/2/2023,235000,5,6,Apartment,High,Yearly,Unfurnished,202,Corniche Area,Abu Dhabi
10/2/2023,135000,3,5,Apartment,Medium,Yearly,Unfurnished,202,Corniche Area,Abu Dhabi
10/2/2023,80000,1,2,Apartment,Medium,Yearly,Unfurnished,202,Al Reem Island,Abu Dhabi
10/2/2023,75000,1,2,Apartment,Medium,Yearly,Unfurnished,202,Al Reem Island,Abu Dhabi
10/2/2023,125000,2,3,Apartment,Medium,Yearly,Unfurnished,202,Al Reem Island,Abu Dhabi
10/2/2023,18000,1,1,Apartment,Low,Yearly,Unfurnished,202,Al Nakhil,Ajman
10/2/2023,13000,0,1,Apartment,Low,Yearly,Unfurnished,202,Ajman Industrial,Ajman
10/2/2023,26000,2,2,Apartment,Low,Yearly,Unfurnished,202,Al Mowaihat,Ajman
10/2/2023,13000,0,1,Apartment,Low,Yearly,Unfurnished,202,Ajman Industrial,Ajman
10/3/2023,135000,3,4,Apartment,Medium,Yearly,Furnished,201,Al Khalidiyah,Abu Dhabi
10/3/2023,155000,5,6,Villa,High,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,80000,2,2,Apartment,Medium,Yearly,Unfurnished,201,Al Reem Island,Abu Dhabi
10/3/2023,130000,2,2,Apartment,Medium,Yearly,Unfurnished,201,Al Reem Island,Abu Dhabi
10/3/2023,60000,1,1,Apartment,Low,Yearly,Unfurnished,201,Al Reem Island,Abu Dhabi
10/3/2023,65000,1,2,Apartment,Low,Yearly,Unfurnished,201,Saadiyat Island,Abu Dhabi
10/3/2023,145000,3,3,Apartment,High,Yearly,Unfurnished,201,Yas Island,Abu Dhabi
10/3/2023,215000,3,5,Villa,High,Yearly,Unfurnished,201,Al Matar,Abu Dhabi
10/3/2023,140000,2,2,Apartment,Medium,Yearly,Furnished,201,Al Reem Island,Abu Dhabi
10/3/2023,105000,2,4,Apartment,Medium,Yearly,Unfurnished,201,Al Raha Beach,Abu Dhabi
10/3/2023,240000,7,8,Villa,High,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,105000,2,4,Apartment,Medium,Yearly,Unfurnished,201,Al Raha Beach,Abu Dhabi
10/3/2023,200001,5,7,Villa,High,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,104999,2,4,Apartment,Medium,Yearly,Unfurnished,201,Al Raha Beach,Abu Dhabi
10/3/2023,43000,1,1,Apartment,Low,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,160000,3,5,Apartment,High,Yearly,Furnished,201,Corniche Road,Abu Dhabi
10/3/2023,19000,0,1,Apartment,Low,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,280000,3,4,Villa,High,Yearly,Unfurnished,201,Yas Island,Abu Dhabi
10/3/2023,180000,5,4,Villa,High,Yearly,Unfurnished,201,Al Muroor,Abu Dhabi
10/3/2023,85000,3,4,Apartment,Medium,Yearly,Unfurnished,201,Airport Street,Abu Dhabi
10/3/2023,65000,3,3,Apartment,Low,Yearly,Unfurnished,201,Airport Street,Abu Dhabi
10/3/2023,69999,2,3,Apartment,Medium,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,85000,3,3,Apartment,Medium,Yearly,Unfurnished,201,Airport Street,Abu Dhabi
10/3/2023,140000,3,5,Apartment,Medium,Yearly,Unfurnished,201,Al Reem Island,Abu Dhabi
10/3/2023,190000,4,5,Villa,High,Yearly,Unfurnished,201,Rabdan,Abu Dhabi
10/3/2023,55000,1,2,Apartment,Low,Yearly,Unfurnished,201,Rawdhat Abu Dhabi,Abu Dhabi
10/3/2023,78000,1,2,Apartment,Medium,Yearly,Unfurnished,201,Tourist Club Area (TCA),Abu Dhabi
10/3/2023,105000,2,3,Apartment,Medium,Yearly,Unfurnished,201,Al Raha Beach,Abu Dhabi
10/3/2023,52000,0,1,Apartment,Low,Yearly,Unfurnished,201,Al Reem Island,Abu Dhabi
10/3/2023,180000,3,5,Apartment,High,Yearly,Furnished,201,Corniche Road,Abu Dhabi
10/3/2023,65000,3,3,Apartment,Low,Yearly,Unfurnished,201,Corniche Area,Abu Dhabi
10/3/2023,120000,3,4,Apartment,Medium,Yearly,Unfurnished,201,Electra Street,Abu Dhabi
10/3/2023,65000,3,3,Apartment,Low,Yearly,Unfurnished,201,Hamdan Street,Abu Dhabi
10/3/2023,75000,3,4,Apartment,Medium,Yearly,Unfurnished,201,Al Khalidiyah,Abu Dhabi
10/3/2023,90000,4,5,Apartment,Medium,Yearly,Unfurnished,201,Al Khalidiyah,Abu Dhabi
10/3/2023,220000,6,6,Villa,High,Yearly,Unfurnished,201,Mohammed Bin Zayed City,Abu Dhabi
10/3/2023,75000,2,2,Apartment,Medium,Yearly,Unfurnished,201,Electra Street,Abu Dhabi
10/3/2023,50000,1,2,Apartment,Low,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,52000,1,2,Apartment,Low,Yearly,Unfurnished,201,Khalifa City,Abu Dhabi
10/3/2023,28000,0,1,Apartment,Low,Yearly,Unfurnished,201,Mohammed Bin Zayed City,Abu Dhabi
10/3/2023,100000,3,4,Villa,Medium,Yearly,Unfurnished,201,Al Reef,Abu Dhabi
10/4/2023,105000,2,3,Apartment,Medium,Yearly,Unfurnished,200,Al Raha Beach,Abu Dhabi
